,273614N,378604X,BC187,DBVPG1106,DBVPG1373,DBVPG6765,L_1374,NCYC361,SK1,UWOPS05_217_3,UWOPS05_227_2,UWOPS83_787_3,UWOPS87_2421,Y12,Y55,YJM975,YJM978,YJM981,YPS128,YPS606,YS2,YS9
YDL215C,7.55469184961662,9.11885786071888,8.44974922620898,6.85747359334281,7.5360973721501,7.69606825538318,6.34508299008598,7.83630170142621,5.96892303795446,7.41206812596902,7.95978211388202,7.67510723819514,6.6021421407286,7.72285558671758,7.65643980232446,6.89699708790262,9.51234876827536,7.5776877251339,7.55409194399485,7.39555393363435,6.77409200676354,7.35513858650945
YDL222C,33.28832389980058,37.486190528443004,33.8522802937608,35.903100802809604,32.60898021753384,31.78014001768421,31.74455986599666,32.78247081630907,35.7834390695067,33.33484563198883,34.4215950168537,35.0569565752238,32.02592696717869,29.72167359166854,32.371448035492804,32.227673865282334,31.487680154567517,31.03913196521051,33.91198670416457,33.45737266298971,32.09831818418061,32.39157184616248
YDL225W,12.4474686305472,11.9670806006338,12.0501420245747,12.474750257274,12.4414113466782,12.8397795240604,12.5004878841888,12.6422842354658,12.5378738927347,12.1881299675995,12.4720766747857,12.4584083477279,12.7107667524012,12.8570734995468,12.8391696341333,12.455851562464,12.2778069579668,12.7916027384756,12.3957027258452,12.1895165558266,12.637154741465,12.4952140255198
YDL226C,32.9374499017163,33.0933869843318,31.78546394945075,32.6300174630441,33.0779515667515,32.1755649878923,32.0573521071401,34.4303435664916,33.3069286994571,32.9789991362667,33.4980727260143,32.3043605795437,34.0673729191093,33.3931141655204,32.9077275947152,33.7728182383215,34.6356579354657,34.0627380141414,32.9907021831641,33.5418297169247,33.474592286936,33.3811746505851
YDL229W,25.231204680266,23.1214380279227,24.4022140234338,23.12477374205431,24.7831006174064,24.4328330150122,24.4805250331845,24.3877001703953,24.2356599834777,24.9822848218911,24.039024468205298,23.1126226884315,25.2893524725904,24.0947426738828,24.5409412435739,25.0385507471074,24.1636526134687,24.4343370225564,23.3493369993015,23.6992641339838,24.2047752721667,23.587071642648098
YDL238C,7.21409658941164,7.71903352356403,7.43497731122745,8.10034302832516,7.87406214528167,8.47862967260803,8.03946656236586,8.50636871500401,7.97863768952873,8.17325033018057,8.42156913031351,7.62899508124655,7.78819040729207,7.57604935680259,7.80121345577303,8.31433396056409,7.86221037108501,8.46075353275139,8.41670206550873,7.65810903598764,7.62578704875955,8.2334651397639
YDL240W,11.89705076605,10.7830391162351,11.457315071263,12.2386209042921,12.0880503529183,11.8905547499178,12.0513104919077,11.9957807582755,11.410714959299,11.4602563579108,10.7394675763265,12.088155231904,11.2500788816218,11.5056657510885,10.9662738083589,11.7647628460454,11.7026972293587,11.999724849754,11.3394298381559,11.3753662201959,12.0567637608634,11.715184588849
YDR001C,94.88124280410335,112.17724915782081,95.9353660795773,99.20269399640613,92.13619936993359,86.98494882879325,88.0935084696148,95.34890150398344,91.20956035570393,98.19842587059516,101.52983597196877,102.53567894642042,92.62701588604072,90.46600741214215,93.47887414138299,89.47485848797767,90.8023171468948,89.09997929759605,98.9110663823972,99.24142277386001,89.15044805481517,87.27524568961464
YDR005C,10.6899014947935,10.1844467409543,10.4881125192712,10.4182689672438,10.9135365894454,10.6259909242292,10.8697589710191,10.8047735164085,9.23108733438795,10.6829728780888,10.6214694878447,10.6168601854155,10.6885665458233,11.3003016047281,9.94424833685687,11.138457119374,10.3563380797555,11.0903804762486,11.1050497349821,11.2398393224356,10.9156205938509,11.0249186069895
YDR009W,7.38929346981574,11.0581897453422,8.47298377394941,7.20745990809813,8.29759147780361,9.60981577086526,8.34319825477033,8.41267285810444,11.5219690333216,11.7681417163705,11.2230351426384,11.7427824952423,11.3949464941265,11.099630632908,7.68244155001613,8.04306883642752,9.18472718134414,8.17908493313339,11.1581117289169,11.2784484494599,8.31068446525122,8.09205523105089
YDR011W,22.4055060789134,21.5956442018717,23.1226040911234,22.6192857206846,22.6827770276047,22.400849103131698,22.4082556326198,22.3515568545752,22.1423671408843,22.9313168149003,22.7559467042486,21.9735387044028,23.3166085555401,21.9729472392844,22.7518184787702,22.622960254901997,22.045918057045,21.9020332968363,21.770416710042,21.4190254898811,22.2885224460173,22.7411905558523
